Time,Altitude,AirSpeed,Landing_Gear,Thrust_Rev,Flaps,Param1_1,Param1_2,Param1_3,Param1_4,Param2,Param3_1,Param3_2,Param3_3,Param3_4,Param4
648,14990,150.93,0,0,0,24.461,35.459,52.193,23.348,1.6963,-46.731,83.118,-56.504,58.561,-4.8635
649,14997,151.53,0,0,0,24.759,35.544,52.553,23.443,2.2113,-45.708,83.367,-57.201,58.42,-5.8363
650,15025,152.02,0,0,0,22.112,34.287,52.776,22.1,1.5148,-45.576,84.091,-56.468,58.481,-4.7596
651,15029,152.39,0,0,0,23.02,33.018,53.422,21.319,2.5688,-46.597,86.059,-56.04,56.791,-6.4864
652,15060,152.63,0,0,0,23.732,34.481,52.249,20.885,2.7196,-46.342,86.428,-53.858,56.574,-7.3208
653,15091,152.75,0,0,0,24.164,34.629,52.765,19.735,1.5128,-44.964,86.287,-53.193,55.492,-5.2779
654,15075,152.75,0,0,0,25.103,35.251,52.846,19.311,2.7004,-45.301,86.683,-53.314,55.878,-3.1697
655,15134,152.62,0,0,0,23.953,33.89,52.023,20.405,2.7427,-45.373,85.232,-51.556,55.573,-3.0745
656,15121,152.37,0,0,0,25.704,34.744,53.709,21.543,1.2965,-45.452,85.24,-51.58,54.553,-2.64
657,15158,152.01,0,0,0,25.424,35.314,53.47,23.084,1.1676,-46,83.664,-50.917,55.079,-3.7483
658,15171,151.54,0,0,0,25.087,35.263,54.36,24.202,1.2381,-44.358,83.39,-47.956,53.875,-3.6839
659,15184,150.96,0,0,0,26.218,34.506,54.429,24.608,2.6441,-44.162,83.562,-47.826,54.77,-3.2937
660,15202,150.28,0,0,0,26.699,33.723,54.659,25.563,3.5961,-42.562,83.859,-48.345,56.196,-2.5369
661,15225,149.5,0,0,0,26.203,32.849,54.014,26.727,2.7303,-42.239,84.507,-48.995,55.645,-2.3228
662,15235,148.64,0,0,0,27.662,32.779,55.107,27.492,4.2343,-41.425,83.51,-49.473,55.981,-2.18
663,15264,147.7,0,0,0,28.557,32.883,56.372,24.873,2.7252,-42.32,82.499,-49.673,55.072,-2.6339
664,15283,146.69,0,0,0,27.844,31.899,57.214,24.159,1.9697,-43.461,80.782,-48.439,54.109,-3.0259
665,15285,145.62,0,0,0,27.682,32.315,56.379,24.784,2.2082,-42.663,80.868,-49.344,55.351,-4.3698
666,15299,144.51,0,0,0,26.712,31.274,55.636,25.498,2.9878,-43.65,82.008,-50.891,55.13,-4.0533
667,15334,143.35,0,0,0,27.205,31.71,55.283,28.129,4.3985,-44.858,80.536,-49.683,55.342,-4.8573
668,15358,142.17,0,0,0,27.118,31.343,55.931,27.059,4.2798,-46.118,79.139,-50.91,56.566,-5.1645
669,15365,140.97,0,0,0,27.092,30.365,55.867,25.984,4.1687,-47.547,79.171,-50.885,56.774,-5.0938
670,15360,139.77,0,0,0,26.952,30.179,54.692,26.821,1.5292,-48.727,78.382,-53.202,56.577,-6.371
671,15408,138.57,0,0,0,27.439,31.16,54.059,26.098,2.2676,-48.565,76.866,-54.957,56.465,-7.5345
672,15430,137.39,0,0,0,27.213,30.438,52.874,25.576,1.7196,-48.6,75.38,-55.018,56.474,-6.9344
673,15448,136.24,0,0,0,25.891,31.364,52.98,25.073,3.1798,-47.868,74.633,-54.997,55.868,-8.0677
674,15441,135.14,0,0,0,25.981,31.519,55.725,24.873,3.7046,-47.735,74.124,-54.974,56.284,-6.8061
675,15476,134.08,0,0,0,25.912,32.345,55.253,23.505,3.0784,-47.063,73.943,-53.69,56.92,-8.3016
676,15494,133.09,0,0,0,26.198,32.455,55.904,24.086,2.2096,-48.216,73.683,-53.863,57.892,-8.2586
677,15508,132.18,0,0,0,26.799,33.158,56.06,22.943,5.379,-47.533,73.493,-54.246,57.906,-7.7453
678,15540,131.34,0,0,0,26.267,32.28,57.108,24.825,6.0424,-48.887,72.092,-54.47,56.419,-6.6425
679,15529,130.61,0,0,0,26.01,32.139,56.509,26.063,6.5741,-47.216,72.475,-53.192,56.956,-4.505
680,15566,129.97,0,0,0,24.9,34.046,55.35,26.797,6.2144,-46.186,74.455,-51.073,57.431,-5.7596
681,15586,129.44,0,0,0,24.902,34.97,55.252,26.226,7.4892,-45.962,74.73,-49.501,57.59,-5.3828
682,15603,129.03,0,0,0,24.454,35.254,56.117,26.847,6.486,-45.064,74.876,-50.44,57.112,-5.7336
683,15625,128.74,0,0,0,24.394,34.437,54.777,27.67,5.7716,-44.884,74.769,-50.824,57.671,-5.1819
684,15634,128.58,0,0,0,22.305,33.492,53.554,28.362,5.1154,-45.034,74.328,-51.972,57.822,-5.1186
685,15649,128.55,0,0,0,20.612,32.408,53.087,30.707,3.3535,-43.794,75.252,-51.486,56.617,-5.8057
686,15641,128.66,0,0,0,20.859,31.062,52.477,30.093,2.7273,-43.43,73.994,-51.28,56.756,-7.125
687,15683,128.91,0,0,0,21.8,32.46,50.411,29.468,2.486,-44.049,73.674,-51.098,56.745,-7.6756
688,15700,129.3,0,0,0,22.047,30.858,51.127,29.215,4.8876,-44.35,74.365,-52.074,57.363,-9.278
689,15732,129.83,0,0,0,21.781,30.339,50.432,29.118,4.5162,-42.956,76.147,-51.73,55.23,-11.972
690,15745,130.49,0,0,0,19.772,30.283,51.448,28.853,4.8569,-42.556,75.668,-52.438,55.612,-12.602
691,15770,131.3,0,0,0,18.602,29.619,51.002,28.493,4.552,-41.61,77.081,-52.795,55.903,-11.904
692,15766,132.23,0,0,0,18.587,29.23,51.517,27.288,5.7424,-42.181,77.371,-53.305,54.911,-11.074
693,15784,133.3,0,0,0,19.469,29.301,51.904,27.652,6.4539,-42.73,74.707,-52.24,56.265,-11.603
694,15822,134.49,0,0,0,19.039,30.797,52.021,27.052,8.0323,-43.913,73.421,-52.165,55.223,-12.349
695,15818,135.81,0,0,0,19.456,31.028,51.335,27.351,8.9129,-43.768,73.636,-52.955,55.028,-12.433
696,15854,137.23,0,0,0,17.887,32.557,50.267,26.767,8.8587,-42.38,74.887,-52.765,55.833,-11.423
697,15851,138.76,0,0,0,17.522,30.622,51.453,26.141,8.9056,-39.75,74.637,-52.767,56.492,-12.206
698,15885,140.38,0,0,0,16.699,32.556,49.665,26.208,11.656,-39.625,75.758,-53.802,56.578,-10.531
699,15891,142.09,0,0,0,15.916,32.663,49.282,25.952,11.638,-38.521,75.767,-51.082,57.211,-10.17
700,15926,143.88,0,0,0,17.041,33.756,48.21,26.423,11.81,-37.785,76.122,-50.14,57.963,-11.982
701,15930,145.73,0,0,0,17.184,34.566,48.112,25.99,10.879,-37.758,77.23,-50.7,57.665,-13.119
702,15938,147.64,0,0,0,16.115,34.944,49.701,27.114,10.469,-37.376,77.431,-50.769,58.217,-11.849
703,15965,149.59,0,0,0,17.101,34.671,47.714,27.632,10.69,-37.407,76.257,-50.171,58.334,-11.218
704,15982,151.57,0,0,0,17.637,34.975,47.518,27.11,12.073,-35.19,78.157,-49.17,57.058,-12.626
705,16015,153.57,0,0,0,18.494,34.349,46.864,26.867,10.396,-33.621,77.613,-47.103,58.015,-12.094
706,16034,155.57,0,0,0,19.739,33.003,48.01,26.763,10.824,-34.807,77.164,-49.223,57.267,-11.975
707,16045,157.57,0,0,0,20.804,31.29,49.685,27.133,9.7445,-36.472,76.476,-49.575,57.961,-12.241
708,16052,159.55,0,0,0,19.473,33.635,50.56,25.973,9.5338,-37.122,76.942,-50.043,60.204,-12.976
709,16074,161.5,0,0,0,18.736,33.425,49.56,27.016,8.6966,-39.261,79.663,-50.856,60.769,-12.806
710,16098,163.4,0,0,0,18.312,32.571,49.601,25.404,9.7814,-39.422,77.92,-48.691,61.662,-14.124
711,16119,165.25,0,0,0,18.1,31.766,50.034,24.802,9.1188,-36.24,78.65,-49.38,62.182,-14.869
712,16133,167.04,0,0,0,17.892,30.817,48.348,23.04,8.6771,-35.681,79.261,-49.68,61.298,-16.194
713,16141,168.74,0,0,0,17.87,32.552,47.88,21.629,7.3069,-34.229,81.285,-50.396,62.677,-16.519
714,16177,170.36,0,0,0,19.156,31.891,46.292,21.248,6.4412,-34.865,81.415,-48.736,62.594,-16.683
715,16191,171.88,0,0,0,19.373,33.464,45.95,19.753,6.0354,-35.889,82.51,-49.508,61.531,-17.073
716,16210,173.29,0,0,0,19.073,34.041,47.199,19.182,4.985,-37.487,82.022,-48.067,60.017,-16.756
717,16236,174.59,0,0,0,20.973,34.988,45.616,20.036,6.4976,-36.588,81.77,-46.738,60.235,-16.739
718,16231,175.77,0,0,0,21.668,35.409,46.065,20.236,5.4912,-36.376,81.118,-46.482,59.852,-16.839
719,16255,176.81,0,0,0,20.696,33.702,46.67,17.761,4.957,-35.85,80.295,-45.628,59.424,-17.584
720,16273,177.73,0,0,0,21.581,34.795,46.322,18.126,2.8612,-36.901,79.217,-45.317,58.232,-18.433
721,16283,178.5,0,0,0,20.372,36.251,46.273,16.814,3.937,-37.092,78.376,-43.453,57.83,-18.375
722,16299,179.14,0,0,0,21.138,37.12,46.684,15.081,5.3264,-37.141,78.717,-43.693,57.815,-19.177
723,16329,179.63,0,0,0,20.576,37.335,46.219,15.083,4.881,-38.748,78.288,-43.385,57.873,-18.899
724,16347,179.97,0,0,0,21.171,37.178,45.826,14.552,5.002,-39.287,79.17,-43.07,57.4,-20.304
725,16369,180.17,0,0,0,23.926,36.577,47.02,16.036,4.178,-39.046,77.648,-44.239,56.554,-19.345
726,16375,180.23,0,0,0,22.063,36.248,46.615,15.229,5.3927,-38.76,77.909,-45.535,56.551,-18.989
727,16413,180.14,0,0,0,21.19,35.961,47.047,14.537,5.5169,-39.879,77.786,-46.141,57.422,-19.953
728,16432,179.92,0,0,0,21.503,35.743,45.821,15.453,5.8474,-38.201,77.669,-45.741,56.322,-18.04
729,16443,179.56,0,0,0,21.74,33.742,45.34,16.56,4.7065,-37.32,78.895,-46.316,55.809,-17.949
730,16471,179.07,0,0,0,21.998,32.791,45.951,17.085,3.9271,-36.622,78.382,-45.531,54.122,-16.762
731,16459,178.45,0,0,0,21.251,31.051,45.35,16.469,3.4839,-36.319,78.092,-46.354,54.615,-16.097
732,16488,177.72,0,0,0,19.892,30.307,45.889,18.373,5.6506,-37.28,78.835,-46.18,51.885,-16.744
733,16497,176.88,0,0,0,20.133,29.661,46.868,17.661,6.4945,-36.379,78.992,-46.362,51.558,-16.73
734,16519,175.94,0,0,0,19.468,29.586,47.175,17.251,4.6534,-37.293,79.861,-46.742,52.069,-17.166
735,16539,174.9,0,0,0,18.66,29.622,46.07,17.084,4.7773,-37.26,79.843,-45.893,52.05,-18.368
736,16562,173.79,0,0,0,19.756,30.061,44.799,15.82,5.8591,-36.237,78.884,-45.649,51.052,-17.469
737,16580,172.6,0,0,0,19.913,30.742,44.347,15.676,6.9579,-36.448,78.461,-46.484,51.335,-17.397
738,16594,171.36,0,0,0,19.348,31.913,43.67,16.162,7.0148,-37.452,77.336,-45.702,50.88,-18.433
739,16603,170.06,0,0,0,18.796,32.961,44.387,18.366,8.1982,-37.553,78.43,-47.018,50.686,-18.108
740,16639,168.73,0,0,0,18.126,33.223,43.105,17.907,7.6453,-37.25,74.889,-48.411,50.741,-19.092
741,16647,167.38,0,0,0,19.564,34.175,40.822,17.972,6.4127,-36.875,76.541,-49.142,51.236,-19.306
742,16682,166.01,0,0,0,20.344,33.249,43.042,17.897,6.5699,-36.358,75.583,-48.047,51.432,-19.329
743,16690,164.64,0,0,0,18.878,33.134,43.671,17.69,6.7096,-36.528,75.865,-48.872,49.906,-19.145
744,16721,163.28,0,0,0,17.909,33.896,43.824,17.533,5.8156,-35.144,77.624,-48.971,51.734,-17.248
745,16730,161.94,0,0,0,18.412,31.866,43.471,15.919,5.6395,-34.177,78.372,-48.627,53.078,-16.021
746,16739,160.64,0,0,0,17.549,30.738,41.476,17.407,4.8126,-34.488,77.524,-48.803,52.513,-15.907
747,16767,159.38,0,0,0,19.087,30.566,42.683,18.814,6.5061,-34.384,77.435,-47.589,52.562,-15.255
748,16778,158.18,0,0,0,18.329,31.989,44.173,19.096,5.6784,-33.474,76.97,-47.961,52.379,-13.127
749,16784,157.05,0,0,0,17.877,34.722,45.213,16.257,6.978,-32.589,80.151,-48.577,50.696,-13.362
750,16819,155.99,0,0,0,20.086,32.874,46.179,18.061,7.3683,-33.15,79.578,-48.896,49.811,-13.03
751,16829,155.02,0,0,0,19.222,33.023,46.093,16.838,6.0127,-33.665,80.647,-47.37,48.948,-11.605
752,16836,154.14,0,0,0,18.638,33.476,46.633,16.456,7.4099,-34.441,81.485,-46.58,48.672,-12.124
753,16864,153.36,0,0,0,18.136,32.024,46.104,17.709,8.2677,-33.479,82.522,-46.231,48.844,-12.708
754,16871,152.69,0,0,0,18.687,32.595,47.11,17.169,7.1499,-34.013,81.895,-46.633,48.184,-12.858
755,16900,152.14,0,0,0,19.821,32.6,46.383,17.4,7.7595,-33.521,81.454,-45.381,47.955,-13.004
756,16928,151.7,0,0,0,18.781,31.497,47.193,17.51,7.8195,-32.489,82.033,-45.283,47.763,-13.527
757,16930,151.39,0,0,0,16.889,32.168,46.782,17.543,6.0134,-32.671,82.162,-45.056,46.43,-11.5
758,16958,151.2,0,0,0,17.91,32.666,46.009,17.148,5.8268,-32.651,82.985,-46.365,48.881,-11.463
759,16980,151.14,0,0,0,16.662,32.557,46.036,17.989,5.7639,-31.006,84.808,-45.099,48.188,-11.406
760,16998,151.21,0,0,0,17.471,32.518,44.131,18.962,7.0454,-31.953,83.67,-45.35,47.297,-11.485
761,17007,151.41,0,0,0,16.242,33.799,43.363,17.799,6.8676,-32.132,83.128,-45.794,48.845,-10.466
762,17004,151.73,0,0,0,16.019,34.942,43.826,16.3,6.3419,-31.525,82.884,-45.37,48.589,-8.0647
763,17041,152.18,0,0,0,17.118,34.447,43.234,16.307,6.0085,-32.801,83.534,-44.297,49.659,-8.2105
764,17077,152.75,0,0,0,17.616,32.207,42.765,17.507,5.2126,-34.628,84.984,-46.038,50.702,-8.3104
765,17085,153.44,0,0,0,15.993,31.488,43.171,18.458,4.1058,-34.646,83.809,-46.494,51.26,-9.1418
766,17094,154.24,0,0,0,14.936,31.262,43.253,20.553,3.7789,-34.149,82.319,-44.761,50.345,-9.992
767,17100,155.15,0,0,0,13.217,31.126,42.642,18.373,4.7471,-33.485,81.94,-46.711,51.531,-10.066
768,17137,156.16,0,0,0,12.429,31.263,42.202,17.87,6.3491,-33.16,81.48,-45.552,50.43,-10.195
769,17142,157.27,0,0,0,13.17,31.193,39.401,17.763,7.0924,-33.996,81.541,-44.807,50.328,-8.7653
770,17173,158.46,0,0,0,14.142,31.659,39.906,18.042,6.4506,-34.172,80.999,-43.613,51.385,-8.4849
771,17188,159.73,0,0,0,13.192,32.075,40.845,18.563,7.8457,-35.064,82.637,-43.574,51.211,-7.3461
772,17206,161.07,0,0,0,14.017,31.029,43.08,19.48,5.565,-36.346,81.782,-44.446,50.856,-8.26
773,17216,162.46,0,0,0,12.849,33.165,42.94,17.293,4.765,-37.557,80.77,-44.699,50.651,-7.9348
774,17232,163.9,0,0,0,10.939,32.682,41.829,15.342,6.0242,-38.208,81.054,-43.315,53.128,-7.2284
775,17284,165.38,0,0,0,11.215,31.011,41.953,14.364,5.38,-38.322,80.937,-44.921,53.742,-8.0355
776,17265,166.89,0,0,0,9.7717,31.115,41.077,14.258,5.6264,-39.202,81.355,-44.868,54.954,-8.2095
777,17273,168.41,0,0,0,9.6846,31.011,40.023,14.11,4.9493,-40.396,81.957,-44.166,55.144,-9.7586
778,17295,169.94,0,0,0,9.182,31.363,39.719,13.185,5.033,-41.761,81.128,-46.062,55.527,-10.052
779,17312,171.46,0,0,0,11.163,31.006,40.37,13.196,4.1576,-41.138,82.155,-47.085,55.886,-10.024
780,17342,172.97,0,0,0,10.811,31.276,40.605,14.8,5.141,-41.051,82.095,-48.192,55.864,-8.9789
781,17369,174.45,0,0,0,10.341,31.445,41.069,13.961,5.8909,-40.94,82.121,-47.928,55.555,-7.1707
782,17373,175.89,0,0,0,11.465,31.453,41.611,14.066,5.8612,-39.602,81.331,-47.246,55.664,-6.2484
783,17389,177.29,0,0,0,12.698,31.733,42.174,15.216,7.4575,-40.744,81.977,-48.17,56.566,-6.2107
784,17410,178.63,0,0,0,13.015,31.792,41.965,15.94,6.7474,-40.602,82.226,-47.638,56.126,-6.632
785,17424,179.9,0,0,0,13.74,31.78,41.688,14.077,7.4376,-40.49,80.604,-47.183,55.718,-5.5415
786,17463,181.1,0,0,0,14.062,32.596,40.661,15.797,8.0583,-41.492,81.404,-48.563,55.538,-5.7936
787,17483,182.22,0,0,0,13.271,31.47,41.915,14.013,7.6541,-41.523,80.488,-48.368,55.836,-6.1006
788,17488,183.25,0,0,0,12.551,32.602,41.854,13.376,6.4565,-42.844,80.459,-49.159,56.756,-6.5538
789,17508,184.18,0,0,0,14.604,31.704,41.334,12.277,6.2536,-42.833,81.827,-50.387,55.844,-4.8375
790,17529,185.02,0,0,0,15.625,32.591,41.164,11.295,5.5479,-42.646,82.615,-50.423,54.459,-4.1279
791,17547,185.74,0,0,0,16.193,31.778,41.232,12.412,5.1005,-42.177,82.045,-49.496,52.952,-3.9679
792,17549,186.36,0,0,0,17.52,30.007,40.881,13.859,5.5133,-42.249,80.856,-51.863,54.327,-2.3691
793,17578,186.86,0,0,0,18.177,29.87,40.879,12.818,7.6718,-43.163,82.59,-52.91,53.954,-2.5765
794,17598,187.25,0,0,0,18.938,31.001,40.778,14.322,7.5706,-43.812,83.897,-52.817,53.24,-0.71871
795,17600,187.51,0,0,0,17.337,31.227,41.016,15.931,6.9417,-43.8,82.708,-52.529,53.392,-1.3501
796,17627,187.67,0,0,0,17.334,31.387,39.517,15.516,5.9375,-45.515,82.219,-53.407,55.083,-0.54576
797,17645,187.7,0,0,0,17.297,31.831,41.466,16.506,4.8666,-44.874,81.701,-52.642,54.85,-0.058324
798,17669,187.62,0,0,0,17.731,31.622,41.423,17.442,5.5303,-45.449,81.807,-53.368,55.348,-0.61407
799,17675,187.42,0,0,0,16.334,32.357,40.261,17.92,4.563,-46.135,80.892,-54.565,55.922,-2.0028
800,17711,187.11,0,0,0,15.98,31.485,38.771,17.683,3.9552,-45.194,81.241,-55.076,57.021,-1.889
801,17716,186.7,0,0,0,16.288,30.61,37.24,16.484,3.8566,-44.064,79.381,-56.293,57.138,-2.2361
802,17731,186.18,0,0,0,13.689,29.133,36.892,17.045,4.4388,-41.686,80.628,-54.42,58.06,-1.9314
803,17771,185.57,0,0,0,14.729,28.442,36.3,17.282,3.8841,-42.679,79.996,-54.225,57.839,-1.6516
804,17784,184.87,0,0,0,16.323,26.913,36.361,16.862,5.1594,-43.551,80.638,-56.193,56.675,-2.8778
805,17785,184.08,0,0,0,16.571,27.196,36.548,16.27,5.0279,-43.717,81.929,-56.305,56.774,-1.7233
806,17822,183.21,0,0,0,16.404,28.568,35.688,16.237,5.8145,-44.107,83.767,-56.388,56.783,-1.9464
807,17834,182.28,0,0,0,15.597,27.593,36.591,15.832,5.8536,-42.959,83.589,-55.497,56.002,-3.517
808,17864,181.28,0,0,0,15.146,29.061,36.301,17.032,6.3196,-43.769,83.245,-54.6,55.771,-4.163
809,17868,180.23,0,0,0,14.643,30.3,38.505,17.775,5.4891,-43.06,82.562,-55.211,56.141,-2.7162
810,17886,179.14,0,0,0,12.086,30.268,36.531,17.084,5.3613,-43.906,84.527,-55.497,54.37,-2.7425
811,17879,178.01,0,0,0,10.563,28.976,37.208,15.383,5.4412,-43.715,86.212,-54.229,53.743,-1.5897
812,17916,176.86,0,0,0,10.327,28.78,35.453,15.729,4.0352,-42.457,86.726,-54.192,52.711,-1.3143
813,17944,175.69,0,0,0,10.705,27.75,33.226,14.972,3.8015,-42.839,86.199,-54.208,51.83,-0.82348
814,17967,174.52,0,0,0,11.161,29.107,34.109,14.53,4.5159,-43.031,85.297,-55.314,51.003,-0.78515
815,17961,173.35,0,0,0,10.251,29.895,35.782,14.563,3.7439,-42.79,84.841,-54.625,51.663,0.45858
816,17987,172.19,0,0,0,10.068,30.264,35.299,15.24,4.1431,-42.493,84.362,-54.255,52.436,1.4825
817,18008,171.05,0,0,0,11.461,31.338,34.73,13.983,3.9426,-42.419,84.376,-52.203,52.809,1.4901
818,18033,169.94,0,0,0,11.513,29.364,34.474,13.839,3.0315,-42.73,83.939,-50.424,52.66,0.67977
819,18044,168.88,0,0,0,11.635,29.033,34.789,14.426,2.7722,-42.17,83.822,-50.732,51.209,0.95758
820,18063,167.85,0,0,0,12.652,30.823,35.237,13.655,2.893,-41.296,84.85,-47.552,49.514,1.5654
821,18060,166.89,0,0,0,12.498,32.011,36.435,12.418,2.4313,-40.155,84.66,-47.787,49.369,4.1274
822,18081,165.98,0,0,0,10.585,32.469,36.524,12.063,2.7305,-40.416,85.654,-45.201,48.413,5.5748
823,18118,165.14,0,0,0,10.3,31.659,36.644,11.468,3.2076,-39.047,86.136,-45.486,47.577,5.7825
824,18142,164.38,0,0,0,10.371,32.485,35.084,13.419,3.0284,-38.612,85.994,-45.175,47.707,6.4412
825,18149,163.7,0,0,0,9.9135,33.408,34.482,11.991,3.3404,-38.363,86.019,-45.779,47.197,6.7474
826,18156,163.1,0,0,0,9.6059,33.307,34.471,14.218,2.6898,-37.204,85.345,-46.025,48.124,5.5221
827,18191,162.58,0,0,0,9.1565,33.505,33.807,13.793,3.3645,-38.102,87.414,-46.431,47.513,4.9405
828,18194,162.16,0,0,0,8.3832,31.685,35.018,13.833,4.7311,-38.948,87.281,-47.882,48.78,3.8744
829,18210,161.83,0,0,0,9.247,31.089,35.993,14.329,5.8714,-39.859,87.648,-47.587,50.14,4.6441
830,18241,161.6,0,0,0,10.579,31.747,37.265,15.027,7.117,-39.898,89.773,-48.621,50.971,5.4214
831,18249,161.46,0,0,0,10.298,32.272,36.339,15.134,8.5525,-40.25,89.936,-48.885,52.184,5.6316
832,18249,161.42,0,0,0,9.5105,33.116,37.132,13.956,10.184,-37.094,87.517,-49.082,51.128,5.4496
833,18299,161.48,0,0,0,11.102,32.606,36.964,13.775,10.021,-37.917,88.152,-49.189,49.49,5.1574
834,18308,161.62,0,0,0,11.724,33.879,37.808,14.661,10.944,-39.28,86.77,-48.47,50.693,4.4168
835,18323,161.86,0,0,0,11.83,34.626,36.741,15.219,11.66,-40.548,87.179,-46.196,50.934,3.6106
836,18335,162.19,0,0,0,12.387,34.444,35.168,14.304,11.821,-40.784,88.011,-47.825,50.659,2.84
837,18353,162.61,0,0,0,11.606,35.903,34.422,14.311,11.256,-40.871,88.062,-48.066,48.952,2.2965
838,18391,163.1,0,0,0,11.663,35.886,32.318,14.697,11.509,-38.998,87.778,-47.44,49.735,0.58801
839,18387,163.67,0,0,0,12.814,35.593,32.985,12.943,12.331,-37.712,85.51,-45.231,48.917,2.3848
840,18410,164.31,0,0,0,12.033,35.106,33.376,11.519,12.874,-38.561,84.127,-44.544,48.9,1.1959
841,18424,165.02,0,0,0,10.794,35.216,33.568,10.416,13.939,-39.976,82.14,-44.602,48.992,2.5562
842,18468,165.79,0,0,0,11.191,34.449,32.501,10.828,13.473,-40.518,81.767,-44.211,48.794,2.0923
843,18458,166.6,0,0,0,13.444,35.38,32.909,11.495,12.793,-41.028,80.846,-44.947,49.516,1.35
844,18490,167.47,0,0,0,13.743,31.919,31.44,12.285,12.463,-39.995,81.224,-45.615,48.809,1.7231
845,18502,168.37,0,0,0,12.447,31.018,34.455,14.199,12.857,-40.571,81.757,-44.539,48.964,2.9651
846,18518,169.3,0,0,0,11.799,30.792,33.72,15.167,13.003,-42.128,81.994,-44.027,49.588,2.0969
847,18537,170.26,0,0,0,12.818,31.577,32.623,14.483,11.959,-42.144,83.503,-43.564,50.434,2.7264
848,18550,171.23,0,0,0,12.261,32.085,33.584,15.879,13.021,-43.304,83.075,-43.963,50.639,2.5733
849,18570,172.21,0,0,0,13.465,30.827,33.693,16.15,12.378,-42.089,82.759,-43.613,49.992,2.5784
850,18590,173.18,0,0,0,12.874,29.625,34.323,17.128,13.004,-43.183,84.078,-44.563,50.531,3.9882
851,18612,174.15,0,0,0,11.943,29.293,33.409,16.029,14.17,-42.769,83.603,-43.071,50.797,4.842
852,18627,175.11,0,0,0,11.663,29.553,33.467,17.014,13.337,-42.319,83.344,-42.636,51.17,4.8973
853,18662,176.04,0,0,0,11.666,29.672,31.25,15.811,12.84,-42.711,80.664,-42.365,51.093,3.6441
854,18677,176.95,0,0,0,14.199,28.887,30.97,14.979,12.248,-44.272,80.725,-42.071,51.077,3.4115
855,18682,177.82,0,0,0,14.406,30.1,32.422,15.817,10.431,-44.442,79.985,-41.594,51.65,5.0052
856,18698,178.64,0,0,0,15.142,30.691,32.226,15.899,10.496,-43.311,78.717,-40.582,52.012,4.6181
857,18729,179.42,0,0,0,14.057,30.158,32.015,17.708,10.36,-42.002,79.228,-41.088,51.376,3.9212
858,18731,180.15,0,0,0,13.841,29.24,33.775,17.277,10.419,-41.514,78.851,-39.688,50.416,2.9614
859,18737,180.82,0,0,0,14.247,29.238,34.052,19.038,9.6348,-41.528,79.901,-37.306,48.079,3.1161
860,18786,181.43,0,0,0,14.8,29.726,33.079,19.926,9.3273,-42.088,80.475,-37.691,46.859,3.1617
861,18778,181.98,0,0,0,15.256,31.219,32.003,19.446,10.106,-42.109,79.596,-39.443,46.856,1.5703
862,18821,182.46,0,0,0,14.54,29.298,33.085,19.137,8.5595,-41.985,80.979,-38.303,47.415,1.5132
863,18846,182.87,0,0,0,12.415,29.411,32.887,20.333,9.4805,-42.849,81.48,-37.771,47.112,2.8242
864,18844,183.21,0,0,0,12.375,29.822,33.556,21.991,7.787,-42.29,80.887,-39.159,44.781,1.7808
865,18875,183.48,0,0,0,12.469,28.747,34.23,22.316,7.2282,-43.49,80.889,-39.624,44.286,0.81554
866,18887,183.67,0,0,0,12.381,27.927,33.069,23.841,6.5353,-43.782,81.217,-41.177,41.939,1.584
867,18875,183.8,0,0,0,13.498,28.414,33.78,22.926,7.6887,-44.262,80.891,-40.999,43.484,1.7999
868,18914,183.85,0,0,0,13.795,28.433,33.332,22.494,8.343,-45.219,81.762,-41.409,44.777,-0.40542
869,18940,183.84,0,0,0,13.351,30.653,33.883,22.376,8.656,-44.316,80.659,-41.613,45.942,0.3228
870,18949,183.76,0,0,0,14.247,30.865,32.51,20.254,9.5955,-44.229,81.841,-40.61,44.903,-0.62274
871,18982,183.62,0,0,0,14.6,31.549,33.043,18.019,9.0405,-42.813,82.311,-40.231,42.483,0.89213
872,18967,183.41,0,0,0,14.482,30.368,33.246,18.585,7.6753,-42.197,82.349,-40.412,41.715,-0.36161
873,19007,183.16,0,0,0,13.933,30.724,34.081,18.737,7.3586,-41.886,82.55,-40.038,41.224,-0.094879
874,19021,182.85,0,0,0,14.277,29.847,34.281,16.849,7.7717,-42.254,83.692,-39.211,40.7,0.7766
875,19048,182.5,0,0,0,13.228,30.811,34.734,17.388,6.5082,-43.079,84.289,-37.826,41.732,0.012938
876,19055,182.11,0,0,0,12.525,31.707,35.385,18.614,4.8106,-44.733,83.14,-36.833,41.691,0.372
877,19067,181.68,0,0,0,13.506,29.95,35.333,16.863,4.482,-43.683,81.759,-36.574,41.905,0.60116
878,19087,181.23,0,0,0,14.12,31.434,37.5,16.791,4.2929,-45.082,80.119,-36.731,40.344,1.7642
879,19111,180.75,0,0,0,14.651,30.772,37.605,15.548,4.8699,-43.302,78.75,-37.113,39.89,1.5535
880,19134,180.26,0,0,0,14.024,31.435,37.465,16.536,4.6172,-44.055,77.323,-38.198,39.828,3.2711
881,19136,179.76,0,0,0,14.9,30.177,36.294,16.296,4.9359,-43.61,78.669,-37.292,39.013,1.1231
882,19162,179.26,0,0,0,14.171,30.548,36.456,15.585,4.9572,-43.157,78.952,-37.424,38.746,1.6075
